track_ids,track_names,artists,first_artists,danceability,energy,loudness,mode,acousticness,instrumentalness,valence,tempo,mood
5BKJAuVMDyrFvUTo4dIaiK,Not You,"['Alan Walker', 'Emma Steinbakken']",Alan Walker,0.573,0.264,-8.955,1,0.827,1.71e-05,0.379,129.791,sad
6q36Cqt2d3O5jqrQR9uXCp,Summertime Blues (feat. Nathan Nicholson),"['Chris Lake', 'Sammy Virji', 'Nathan Nicholson']",Chris Lake,0.723,0.875,-5.052,0,0.259,0.0283,0.496,130.015,sad
74qKLdiiTnXNqh2Co21RlJ,Other Side,"['AVAION', 'BUNT.']",AVAION,0.821,0.44,-10.612,1,0.291,0.0552,0.179,129.985,sad
23ntTt28Gi43YbexAyAP8K,Down The Line,['Alison Wonderland'],Alison Wonderland,0.663,0.652,-6.628,0,0.15,1.56e-05,0.21,149.994,sad
39glqzRVRAy4vq3PqeTGb8,Love Is Gone,"['SLANDER', 'Dylan Matthew']",SLANDER,0.452,0.465,-10.006,0,0.0589,0.000524,0.0832,149.586,sad
6bfyfZ0UV3K9Broh54iXaw,Stop Thinking (feat. Lights),"['Seven Lions', 'Lights']",Seven Lions,0.396,0.597,-5.819,1,0.308,1.8e-06,0.185,170.061,sad
2R2haDSmphwkn4kANdHU5P,I’ll Find My Way To You,"['Elderbrook', 'Emmit Fenn']",Elderbrook,0.795,0.474,-8.166,1,0.0213,0.758,0.477,120.017,sad
1P7xMiKHrAl4e5Vbi6NbPf,Romantic Homicide - Spotify Singles,['WHIPPED CREAM'],WHIPPED CREAM,0.614,0.648,-8.622,1,0.137,0.0112,0.335,133.962,sad
6FWAIkMvnS0ABEdBKcIp5K,Lose It All (I Don't Wanna),['BUNT.'],BUNT.,0.683,0.864,-7.115,0,0.203,0.836,0.355,140.01,sad
7ABUiQBM8cjktnp6QLTTaT,On My Knees,['RÜFÜS DU SOL'],RÜFÜS DU SOL,0.683,0.571,-7.721,1,0.0335,0.0616,0.29,120.044,sad
59AhbmCmtzcGVEYuzNXFIx,Quiver,['SILK'],SILK,0.896,0.787,-7.668,1,0.115,0.501,0.126,131.03,sad
3ho2d1iFlzRwsCBQJ4QNGv,Where Do We Go (feat. Poppy Baskcomb),"['Dimension', 'Poppy Baskcomb']",Dimension,0.461,0.873,-1.806,1,0.0107,0.000646,0.098,86.976,sad
3q53rFJ6wnhLhm6W8VlA8P,Meteor,['Kenya Grace'],Kenya Grace,0.571,0.619,-6.275,0,0.315,0.000759,0.349,166.814,sad
3tYYypENWxaS1DKUtcH8S8,Don't Stop,"['DJ HEARTSTRING', 'southstar']",DJ HEARTSTRING,0.66,0.968,-6.147,0,0.000505,0.874,0.657,148.018,sad
76YXmewvHFse7tBeOTtSx3,Sacrifice,"['Kaskade', 'deadmau5', 'Sofi Tukker', 'Kx5']",Kaskade,0.667,0.956,-5.563,1,0.00385,0.0184,0.17,129.991,sad
1eGW1YBT17a5G1hKPWrpW7,Lost Without You (with Dean Lewis),"['Kygo', 'Dean Lewis']",Kygo,0.621,0.575,-6.243,1,0.265,0.0,0.343,117.887,sad
45Q6hkvGtzW0VUybDnQ4n8,Beyond the Fire,['Don Diablo'],Don Diablo,0.631,0.411,-11.26,0,0.849,0.864,0.117,115.968,sad
68Pr1RFCmybF7eK7m99a1n,Broken,['AVAION'],AVAION,0.65,0.498,-8.835,1,0.572,0.0144,0.108,120.056,sad
0i5P9W2tN89iBojs7KQ0PD,Next Life,"['Nils Hoffmann', 'Dustin Tebbutt']",Nils Hoffmann,0.578,0.714,-7.907,0,0.00246,0.134,0.0717,124.017,sad
1nV6VafLPuRSsXgbDY3i6L,One Last Dance,"['Audien', 'XIRA']",Audien,0.713,0.719,-6.972,1,0.164,0.0335,0.24,119.993,sad
6BYzwbWg1Z2EB6VUXTYnhm,Worlds Away,"['Dabin', 'Trella']",Dabin,0.444,0.826,-5.239,1,0.0203,0.0,0.327,149.97,sad
4HRWIVz78yFcWNbZSKzDYY,Talk It Over,"['Elderbrook', 'Vintage Culture']",Elderbrook,0.611,0.591,-9.105,0,0.433,0.000481,0.0938,125.073,sad
2BMtVVQPrhMR3bIoiFhwpQ,Jessie (i miss you),['Fred again..'],Fred again..,0.638,0.541,-9.043,0,0.522,0.00104,0.223,103.031,sad
0F1VAVqj021UkGntiDz4nx,Feels Like You,"['Adventure Club', 'Codeko']",Adventure Club,0.437,0.822,-4.074,0,0.0494,1.29e-06,0.275,173.966,sad
6klB3i7WPg51WX78i3t9yQ,Hope,['AVAION'],AVAION,0.738,0.53,-9.691,1,0.19,0.0183,0.0823,123.964,sad
4bw3ZyWA1ui0Adu285NWDl,Without Me - ILLENIUM Remix,"['Halsey', 'ILLENIUM']",Halsey,0.639,0.71,-3.358,1,0.483,2.22e-06,0.373,136.004,sad
0bTcsfvvELwAupgm0DxhjK,All In My Head,"['BKAYE', 'Aria Ohlsson']",BKAYE,0.593,0.944,-4.387,1,0.106,0.0178,0.0846,127.966,sad
1FTrDODUS6bWx3eSCWu1Ym,Lonely,"['Nils Hoffmann', 'Rae Morris']",Nils Hoffmann,0.576,0.815,-7.088,0,0.00966,0.00661,0.039,124.975,sad
1suqXPrYygZ7BYiSfaVZE4,Blame Myself,"['ILLENIUM', 'Tori Kelly']",ILLENIUM,0.392,0.737,-3.882,1,0.0523,0.000141,0.402,139.956,sad
3Dr0xDJwXy6JkiHNJfv5zd,Wish It Was You,"['Audien', 'Cate Downey']",Audien,0.644,0.616,-3.928,0,0.0927,0.0,0.467,124.957,sad
6DiogHhtwkVgUHUDUJVuXV,After You (feat. Calle Lehmann),"['Gryffin', 'Jason Ross', 'Calle Lehmann']",Gryffin,0.511,0.804,-3.808,1,0.0619,0.0,0.484,145.055,sad
6VpRQDOM7nQ6viuVUSXWGn,We Will Meet Again,"['San Holo', 'Jai Wolf']",San Holo,0.401,0.786,-6.455,0,0.367,0.0065,0.264,134.87,sad
0uEOOlUaUT2bC2a3anIVjG,Feel Less,"['Felix Cartal', 'Lights']",Felix Cartal,0.64,0.737,-5.713,1,0.232,4.23e-05,0.201,123.038,sad
0CUR9GVPMJmzz9r887N4UV,Where did you go,"['AVAION', 'MAGNUS']",AVAION,0.624,0.662,-9.403,0,0.0813,0.0172,0.393,124.029,sad
2eIyg8yc98jIX7g3tsbRcI,Oblivion,['Camden Cox'],Camden Cox,0.543,0.615,-6.245,0,0.0474,2.24e-06,0.219,124.935,sad
5TQDtOeQ3IU2VqKbCn6Rwq,Falling Apart,"['ARMNHMR', 'RUNN']",ARMNHMR,0.406,0.692,-4.96,1,0.164,1.58e-05,0.197,144.959,sad
6nbXYLeP21ksEQNFrHl2a2,Drifting Away,"['Audien', 'Joe Jury']",Audien,0.543,0.623,-4.067,1,0.204,0.0,0.171,127.884,sad
141LKU6Shr5ogV6hDYQeuf,My Mistake,['BKAYE'],BKAYE,0.666,0.796,-6.483,0,0.276,0.000139,0.283,130.043,sad
2wwSQbfTJUqNqDch31XUpW,Hurts Sometimes (with Jonathan Mendelsohn),"['SLANDER', 'Fairlane', 'Jonathan Mendelsohn']",SLANDER,0.249,0.732,-6.455,1,0.182,0.0,0.328,169.896,sad
3f5W7B3MxSartmmom92jGj,nice 2 me,"['piri', 'Tommy Villiers']",piri,0.664,0.77,-8.371,0,0.217,0.000163,0.914,172.03,sad
2ayyzfxamdoNRDI0au3wva,Love We Lost (with R3HAB),"['Armin van Buuren', 'R3HAB', 'Simon Ward']",Armin van Buuren,0.651,0.783,-6.162,1,0.045,0.0,0.311,119.995,sad
2vm52EstTRxGsvQ44gEFRL,Superhero,['Audien'],Audien,0.526,0.716,-3.639,1,0.375,0.0,0.194,124.97,sad
3cFdgPFBfGZuPisJhyN5az,Without Your Love,"['Deorro', 'TELYKAST', 'Catello']",Deorro,0.667,0.89,-3.334,0,0.0462,0.0,0.231,127.98,sad
3zbbRebB1rzlXJgq7Ufn8V,Worst Case,"['3LAU', 'CXLOE']",3LAU,0.629,0.809,-5.775,0,0.00463,0.0347,0.177,122.975,sad
6S2MDC31VIH79OwGU87L0s,Remember the Summer (feat. Karra),"['Ummet Ozcan', 'Frogmonster', 'Karra']",Ummet Ozcan,0.563,0.83,-5.984,0,0.014,8.16e-05,0.146,128.04,sad
6upXAlN0tlTavXMenVWna9,When I'm Gone,"['PEEKABOO', 'XAELO']",PEEKABOO,0.486,0.605,-7.378,0,0.128,0.0,0.12,84.863,sad
6QyteQFqwV52K3YAs2a3pf,Never Give Up On You (with Elle Vee),"['SLANDER', 'Synymata', 'Elle Vee']",SLANDER,0.376,0.792,-3.443,0,0.0348,0.0,0.199,135.302,sad
7ao8imeoghP0rWSOrIJalv,Love For You,"['SABAI', 'Madalen Duke']",SABAI,0.482,0.595,-6.213,0,0.465,9.49e-05,0.16,149.919,sad
76BUikFfXcbbOasPMbOCaZ,Losing You - Spotify Singles,"['Gabry Ponte', 'bshp', 'Joe Cleere']",Gabry Ponte,0.816,0.902,-3.206,1,0.134,6.64e-06,0.869,118.031,sad
0gn9MeXvXeCW9XjaUoRPO9,Different Worlds,"['Hayden James', 'Anabel Englund']",Hayden James,0.673,0.893,-7.695,1,0.0738,0.0376,0.057,127.96,sad
61Hn9ssQkVEWq4ZmPwHyzd,"Oh, Miles","['Lane 8', 'Julia Church']",Lane 8,0.641,0.726,-6.921,1,0.176,0.794,0.0416,124.012,sad
7aVvHrB8hLb7421u4sp7S8,Lovers Say Goodbye,"['James Carter', 'Lucas Estrada']",James Carter,0.797,0.711,-6.471,1,0.0232,4.78e-05,0.619,122.032,sad
3BajuGMCYm9PJaVOPYCN47,In The Cold,"['Dabin', 'William Black', 'James Droll']",Dabin,0.587,0.782,-4.932,0,0.0169,5.59e-06,0.292,116.973,sad
2nQyEHecmmt0WE43mOsScr,Back To Me,"['Krakota', 'Fred V', 'Tudor']",Krakota,0.489,0.957,-2.697,1,0.012,0.0768,0.0659,174.021,sad
7fJ5UGjo2oiNG1pmIboATC,Morning Light,['Le Youth'],Le Youth,0.407,0.638,-8.886,0,0.000534,0.531,0.159,111.392,sad
0ThPAtLfX0NbibIrEfWFHi,Out Of Reach,"['Cristoph', 'Yotto', 'Sansa']",Cristoph,0.504,0.762,-7.861,0,0.00102,0.701,0.0317,123.968,sad
5nAcDjHi1Sn9d24ZPwYpZc,Trust Issues,"['SABAI', 'Adam Pearce', 'Zack Gray']",SABAI,0.291,0.693,-5.941,0,0.105,0.0,0.197,73.713,sad
26wuBc04catG1QQyYupr35,Love Letter,"['ODESZA', 'The Knocks']",ODESZA,0.634,0.835,-2.877,1,0.096,0.00993,0.212,110.007,sad
0FYWktQGzoRXziTRhx25zS,The Way You Had Me,['Kasbo'],Kasbo,0.715,0.77,-5.598,1,0.0615,2.62e-05,0.359,113.015,sad
0tI7SJjaezftm7xOaaIG2u,Nobody Like You (feat. Lost Boy),"['Deorro', 'Lost Boy']",Deorro,0.631,0.914,-5.098,0,0.00415,0.000199,0.757,127.959,sad
2WIxF9PM27nC3l1aNFkLMT,Chemicals,['Peking Duk'],Peking Duk,0.635,0.609,-5.575,1,0.0052,0.0,0.47,105.017,sad
1m66iYSRv0qEQBo0RqyPaw,Nothing Good Comes Easy,"['Felix Cartal', 'Elohim']",Felix Cartal,0.647,0.773,-5.893,0,0.00854,0.0107,0.0682,121.997,sad
1Y3rH662UDCRPkZe1KUOyM,Missing You,"['Gareth Emery', 'Maria Lynn']",Gareth Emery,0.488,0.73,-5.106,1,0.0315,0.000961,0.133,137.921,sad
5w6NzsoExb9pPhoEN9aWRc,Further Away,"['Goodboys', 'Benny Benassi']",Goodboys,0.598,0.895,-4.844,0,0.0215,5.16e-05,0.434,125.968,sad
1hBvUKlvyia60edCcBsxkv,Heartaches,['Shallou'],Shallou,0.764,0.489,-9.41,1,0.249,0.00176,0.496,119.953,sad
5aFD0QPy4BQqUq39l0o5HD,Forget You,"['Lemon & Herb', 'Julia Church']",Lemon & Herb,0.73,0.398,-13.638,0,0.096,0.0458,0.419,121.944,sad
3Up1MsHqcxUVgB2iuqFRq2,Shut The World Out,"['Kasbo', 'Frida Sundemo']",Kasbo,0.496,0.679,-6.893,1,0.0308,0.00327,0.224,105.059,sad
7hCZVX8ogwzgszIKtkD6Bv,One More Day (with Chandler Leighton),"['Jason Ross', 'Blanke', 'Chandler Leighton']",Jason Ross,0.444,0.719,-3.513,0,0.122,5.3e-06,0.159,149.941,sad
28MLM0VRhhcqtWzxsNLvwu,Not In Love (feat. LOWES),"['Franky Wah', 'LOWES']",Franky Wah,0.479,0.843,-4.369,0,0.185,0.00221,0.293,121.959,sad
2NjqrHNV2jedO8CKw3ABgZ,Black & Blue,"['HUGEL', 'Benjamin Ingrosso']",HUGEL,0.695,0.819,-5.519,0,0.00902,4.98e-06,0.423,120.021,sad
5RT22k0yL1HpwbftyNjDjP,Almost Home,"['Above & Beyond', 'Justine Suissa']",Above & Beyond,0.598,0.827,-6.381,0,0.000556,0.268,0.484,128.004,sad
0HNCtRy85eByDaQI2K92Xn,Good Together,"['Shallou', 'Ashe']",Shallou,0.522,0.6,-6.871,1,0.0483,0.0,0.127,115.153,sad
0VH9sKPtKbkxllpqyYmJ7E,Sky Is Crying,"['ZHU', 'Yuna']",ZHU,0.441,0.725,-6.856,0,0.144,0.141,0.0646,118.048,sad
1C4c6ojhV5NJDIS8KpDNNo,Sweet Nothings (feat. Minke),"['Holiday87', 'Minke']",Holiday87,0.699,0.609,-11.505,0,0.26,0.338,0.121,120.025,sad
1Ylkd7GPx0VpwHNlAGpig2,Replay (with Dylan Matthew),"['SLANDER', 'Dylan Matthew']",SLANDER,0.209,0.634,-7.689,1,0.000904,0.0,0.105,170.213,sad
44oPs8vjsT9v6Hjt50TvVh,Broken Mirror,['Elderbrook'],Elderbrook,0.618,0.682,-5.071,1,0.148,0.0,0.146,126.006,sad
7FBtH4DLSGoURtst3KHcTA,Amnesia (with Nightly),"['ayokay', 'Nightly']",ayokay,0.781,0.61,-7.389,0,0.172,0.547,0.286,120.971,sad
4b7pT27gKEESHwnffFMDUp,Treading Water,['Hayla'],Hayla,0.689,0.577,-8.33,0,0.281,0.00595,0.541,123.994,sad
3jOyg77BUcPtbRtObyogTG,Devils,"['Fedde Le Grand', 'Vince Freeman']",Fedde Le Grand,0.694,0.813,-5.278,1,0.0718,0.00147,0.233,121.988,sad
591wGDMg5Bnus2laEIK2Ac,Save Me (feat. Kiddo A.I.),"['Lost Kings', 'Kiddo A.I.']",Lost Kings,0.729,0.818,-6.569,0,0.176,0.000403,0.438,123.997,sad
1sWWOV3HQuvJ3N2z6dtu2W,Love Again,"['Elephante', 'SABAI']",Elephante,0.392,0.723,-4.418,1,0.0132,0.0,0.27,174.012,sad
18354LBwPIgO5DJ8vzOsGg,Don't You,"['Jerry Folk', 'Izza Gara']",Jerry Folk,0.687,0.624,-4.759,0,0.431,0.864,0.21,141.996,sad
6ieSmmi7H6BdBowVhMOZ6F,Someone To Forget,"['ARMNHMR', 'Lights']",ARMNHMR,0.464,0.736,-4.588,1,0.0645,0.0,0.166,139.983,sad
4muUXLYIrhCXtFsPogjIcn,Temper Temper (feat. ONR),"['Sander van Doorn', 'ONR']",Sander van Doorn,0.639,0.788,-6.965,0,0.0146,0.348,0.399,125.955,sad
0WdkklLlHI5SdulAdk32wE,New York ft. mazie,"['Steve Aoki', 'Regard', 'mazie']",Steve Aoki,0.409,0.76,-5.291,0,0.286,3.3e-06,0.601,103.909,sad
7gOxYYw4HKBa89vAAagh9q,I'm My Only Friend (feat. Arden Jones),"['Dillon Francis', 'Arden Jones']",Dillon Francis,0.577,0.903,-4.838,0,0.0143,0.0243,0.299,134.968,sad
6Y1i876TjV3Gmf9eUIs8Fw,What Have You Done To Me?,"['Lane 8', 'Arctic Lake']",Lane 8,0.453,0.474,-11.444,1,0.0227,0.336,0.0658,126.982,sad
6vR67M62RldzHCU9Bb1ZQf,Better,"['Sam Feldt', 'Gavin James']",Sam Feldt,0.615,0.633,-8.507,1,0.122,0.0,0.416,147.979,sad
4OqJ2AncNhhIyI3oCBYktq,One Time,['Jason Ross'],Jason Ross,0.53,0.854,-4.201,0,0.305,0.0,0.497,89.964,sad
1lypBFGiKyft1PVgNp358Y,Homesick (feat. SOUNDR),"['MitiS', 'SOUNDR']",MitiS,0.374,0.659,-5.427,1,0.246,0.00104,0.151,173.892,sad
1DxP9H5LlFb5ChzoCwgKyg,State Of Mind,"['Duke & Jones', 'Marlhy']",Duke & Jones,0.669,0.835,-7.228,0,0.0118,0.00101,0.464,126.022,sad
1IQgMSRjsLjVw5VZFeWcC0,Heart,"['OTR', 'Shallou']",OTR,0.442,0.431,-9.007,0,0.0102,0.000202,0.0707,109.128,sad
21kVD9H40rRQkGmcMi01Fl,First Place,"['yetep', 'Caslow', 'Lexi Scatena']",yetep,0.563,0.809,-6.069,1,0.0226,4.54e-06,0.3,145.078,sad
2FEF1UNTCXQjgFYhh0zAm6,(I Dread The Day He Takes You To) Paris [feat. MYRNE],"['Jai Wolf', 'MYRNE']",Jai Wolf,0.548,0.742,-7.943,1,0.255,0.0235,0.503,152.033,sad
6RjDvJCnxjAOOEQ5TiqKLU,i...,"['nøll', 'Gina Livia', 'damnboy!']",nøll,0.484,0.696,-6.757,1,0.16,2.09e-05,0.146,137.706,sad
3jYmQk6u6naf6aCZKXp8L4,Falls,"['ODESZA', 'Sasha Alex Sloan']",ODESZA,0.431,0.696,-6.03,1,0.0406,0.000109,0.189,160.777,sad
1OlNYBgxkEL41GqBnN1X68,Good Enough,"['MAGNUS', 'Zeli']",MAGNUS,0.671,0.686,-10.026,0,0.388,0.375,0.067,121.993,sad
0RVKiAxra7NF8dCugGfYWu,Bittersweet Love (Hey Oh),['Giolì & Assia'],Giolì & Assia,0.556,0.803,-5.444,1,0.205,7.79e-06,0.174,125.049,sad
02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),"['Mark Ronson', 'Miley Cyrus']",Mark Ronson,0.601,0.794,-5.844,0,0.00987,1.36e-06,0.244,114.066,sad
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),['Ariana Grande'],Ariana Grande,0.645,0.646,-8.334,1,0.0615,3.04e-05,0.295,115.842,sad
2fPvQfGQEZOKtJ9qXeL4x8,I Can Do It With a Broken Heart,['Taylor Swift'],Taylor Swift,0.701,0.751,-8.39,1,0.123,0.0,0.22,129.994,sad
1ItdTDx23yt7tIJOZv5iLQ,One Of Us,['Ava Max'],Ava Max,0.624,0.841,-3.868,0,0.0131,0.0,0.512,144.964,sad
1hCo51EshXlxroXjvczKgB,Kissing In the Cold,['Florrie'],Florrie,0.59,0.693,-6.378,0,0.0386,0.0017,0.514,104.988,sad
3JvKfv6T31zO0ini8iNItO,Another Love,['Tom Odell'],Tom Odell,0.445,0.537,-8.532,0,0.695,1.65e-05,0.131,122.769,sad
0kY86R5mW1Js0jymCs8Wfp,Happy World,['Debbii Dawson'],Debbii Dawson,0.669,0.758,-5.797,0,0.00991,0.0,0.66,124.033,sad
63PcfAO5WaHp89H0CVKBVT,Pillow In My Arms,['Griff'],Griff,0.478,0.639,-5.352,1,0.402,8.31e-06,0.341,88.681,sad
0mWVScJbxO3tbXuiZOxYZE,"So Long, London",['Taylor Swift'],Taylor Swift,0.423,0.533,-11.388,1,0.73,0.00264,0.248,160.218,sad
0LMwmV37RCmBO2so0szAFs,Whatever,"['Kygo', 'Ava Max']",Kygo,0.58,0.777,-5.69,1,0.104,0.0,0.589,108.005,sad
5vCj5yC2xLp39AEWAjvXZg,maybe she was the one,['Sophie Cates'],Sophie Cates,0.531,0.592,-9.502,1,0.584,5.9e-06,0.342,156.003,sad
6I3mqTwhRpn34SLVafSH7G,Ghost,['Justin Bieber'],Justin Bieber,0.601,0.741,-5.569,1,0.185,2.91e-05,0.441,153.96,sad
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,['Lana Del Rey'],Lana Del Rey,0.565,0.654,-6.826,0,0.0542,1.8e-06,0.235,111.968,sad
7nFYnsLIX8EhyFJcPgdIDX,French Exit,['Dua Lipa'],Dua Lipa,0.7,0.59,-6.54,1,0.0149,2.05e-05,0.762,106.974,sad
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,['Miley Cyrus'],Miley Cyrus,0.652,0.698,-4.667,0,0.00112,0.000115,0.47,96.021,sad
7eB1V5LvAdxCc7brfGhRRo,watch,['Billie Eilish'],Billie Eilish,0.441,0.599,-8.985,1,0.333,0.00198,0.35,165.212,sad
5Y6nVaayzitvsD5F7nr3DV,West Coast,['Lana Del Rey'],Lana Del Rey,0.527,0.591,-7.664,0,0.194,0.0194,0.461,123.167,sad
34sOdxWu9FljH84UXdRwu1,all-american bitch,['Olivia Rodrigo'],Olivia Rodrigo,0.421,0.695,-4.346,1,0.218,2.97e-06,0.45,156.344,sad
7xoUc6faLbCqZO6fQEYprd,One Last Time,['Ariana Grande'],Ariana Grande,0.628,0.593,-5.036,1,0.093,1.65e-06,0.104,125.025,sad
32FhTAAjKZaBein150o3Px,because i liked a boy,['Sabrina Carpenter'],Sabrina Carpenter,0.386,0.592,-7.299,1,0.363,0.0,0.161,146.879,sad
51NFxnQvaosfDDutk0tams,bellyache,['Billie Eilish'],Billie Eilish,0.695,0.573,-8.597,0,0.46,0.0734,0.408,99.939,sad
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),"['The Weeknd', 'Ariana Grande']",The Weeknd,0.65,0.825,-4.645,1,0.0215,2.44e-05,0.593,118.091,sad
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,['Elley Duhé'],Elley Duhé,0.41,0.611,-8.271,0,0.0228,0.0,0.0899,185.727,sad
63mdJr3NMY3wReOkNE6c6W,People You Know,['Selena Gomez'],Selena Gomez,0.695,0.62,-8.082,0,0.0881,5.43e-05,0.619,150.032,sad
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,['Taylor Swift'],Taylor Swift,0.824,0.624,-9.728,1,0.781,0.000189,0.248,102.012,sad
6K8VQ84MqhsoakN5MjrnVR,Supercut,['Lorde'],Lorde,0.562,0.437,-10.229,1,0.219,2.18e-05,0.15,124.852,sad
4sOX1nhpKwFWPvoMMExi3q,Primadonna,['MARINA'],MARINA,0.66,0.689,-2.671,0,0.0884,0.0,0.427,127.98,sad
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),"['NEIKED', 'Mae Muller', 'Polo G']",NEIKED,0.717,0.671,-5.077,0,0.0018,2.54e-06,0.699,110.054,sad
6Szgu8v7CAapag3XuuJX0b,Too Well,['Reneé Rapp'],Reneé Rapp,0.688,0.602,-4.71,1,0.117,0.0,0.343,121.023,sad
4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),['Taylor Swift'],Taylor Swift,0.516,0.777,-4.908,0,0.00108,1.62e-06,0.408,125.047,sad
1v6svH1Fyx9C1nIt1mA2DT,All I Want,"['Olivia Rodrigo', 'Disney']",Olivia Rodrigo,0.376,0.43,-6.585,0,0.0902,0.0,0.129,77.599,sad
3o9kpgkIcffx0iSwxhuNI2,Numb Little Bug,['Em Beihold'],Em Beihold,0.742,0.527,-6.892,0,0.327,0.0,0.638,84.974,sad
7rWgGyRK7RAqAAXy4bLft9,Angeleyes,['ABBA'],ABBA,0.719,0.922,-6.091,1,0.523,0.000163,0.964,133.113,sad
1sfg5AQ5NFecKm6GO7dkdo,Miss Me Too,['Griff'],Griff,0.603,0.789,-4.475,1,0.0928,0.0,0.362,119.911,sad
4ltqfN12ohaVZdM6C45gMg,American Teenager,['Ethel Cain'],Ethel Cain,0.415,0.748,-5.008,1,0.00305,0.0,0.154,120.056,sad
3z06k8YF9CqX0CGFrlekOK,everything sucks,['vaultboy'],vaultboy,0.76,0.371,-8.964,1,0.00772,0.0,0.653,138.023,sad
1ixphys4A3NEXp6MDScfih,Be the One,['Dua Lipa'],Dua Lipa,0.661,0.651,-3.771,0,0.117,1.32e-05,0.368,87.46,sad
36FZL9SzRh5BhtG1cUyGWr,Too Much,['girl in red'],girl in red,0.53,0.609,-5.977,0,0.233,7.75e-06,0.378,161.973,sad
5kcuHw8WtxauIWI5crMcLM,Tornado Warnings,['Sabrina Carpenter'],Sabrina Carpenter,0.7,0.571,-7.713,1,0.171,0.0,0.579,115.036,sad
5B6Kjha6RRIMWGN7zGsAaT,So Hot You're Hurting My Feelings,['Caroline Polachek'],Caroline Polachek,0.795,0.576,-4.971,1,0.0787,1.01e-05,0.847,111.975,sad
7gJr3ockQ0fezUXuUXvaSq,Still Yours (From The Doc),['The Kid LAROI'],The Kid LAROI,0.505,0.494,-7.63,0,0.0955,0.0,0.198,158.044,sad
798cuJeotvXP8UVa8GJPnD,"Knowing Me, Knowing You",['ABBA'],ABBA,0.546,0.733,-7.073,1,0.0399,1.11e-06,0.91,107.285,sad
7JDWhC422Gtk1Bq0mL3OTC,feel something,['Bea Miller'],Bea Miller,0.74,0.415,-8.914,1,0.242,0.000156,0.156,136.029,sad
6kxaaIeowajN7w21PfMLbu,So Good,['Halsey'],Halsey,0.576,0.627,-4.649,0,0.0385,0.0,0.311,164.998,sad
7KQejvX8GC4qMjB8vWSp2p,Vertigo,['Griff'],Griff,0.536,0.59,-6.57,1,0.107,0.000351,0.257,180.135,sad
3lVPtkNFoIyPPGVdNri4VH,Neon Moon - with Kacey Musgraves,"['Brooks & Dunn', 'Kacey Musgraves']",Brooks & Dunn,0.645,0.552,-7.623,1,0.167,2.33e-05,0.214,102.881,sad
7e7JVMegy4WBMnzuZE9Srq,Different Lives,"['Fly By Midnight', 'Rachel Grae']",Fly By Midnight,0.667,0.825,-5.415,0,0.0489,0.0,0.681,120.012,sad
4i4WsUvJEgB4V6AyONAJe8,What If I Love You,['Gatlin'],Gatlin,0.743,0.666,-8.337,1,0.432,1.77e-05,0.492,101.002,sad
3Z39gbqdaGL3WJXBG0gcuE,Telepath,['Conan Gray'],Conan Gray,0.606,0.819,-4.804,1,0.00298,0.0,0.744,75.006,sad
4Sk74gcXTe9dnE1HU5Pn1y,The Bottom,['Gracie Abrams'],Gracie Abrams,0.722,0.596,-5.072,1,0.414,9.2e-06,0.903,94.512,sad
3FJ992ud0OqK9ZS6fgMuDc,It's not fair,['Kenya Grace'],Kenya Grace,0.52,0.49,-10.605,0,0.509,0.00174,0.392,172.008,sad
7t9gDWqX10tbhtriPR1Cnd,Can't Do Better,['Kim Petras'],Kim Petras,0.473,0.655,-5.144,1,0.069,1.12e-06,0.295,131.975,sad
2vVLSYsOUNCfN66jTyJsMY,Becky's So Hot,['FLETCHER'],FLETCHER,0.518,0.729,-4.133,0,0.137,0.0,0.271,78.012,sad
280MV4FuB5uusjx8wj1dpt,"the older you get, the less you cry",['LANY'],LANY,0.547,0.703,-6.287,1,0.0776,1.81e-06,0.385,75.009,sad
2Lss5tezmIkgZA3GFfptI2,Killing Me,['Conan Gray'],Conan Gray,0.665,0.712,-6.011,0,0.0164,0.0,0.73,137.777,sad
04MoJkJzCoU9ukeewv5Vzu,Happy & Sad,['Kacey Musgraves'],Kacey Musgraves,0.642,0.657,-5.246,1,0.249,0.0,0.658,90.0,sad
6o8tRLnKNSVoBHCTfiFdBA,Looks Like Me,['Dean Lewis'],Dean Lewis,0.769,0.724,-5.12,1,0.548,0.0,0.464,110.659,sad
05eZlxyjbkHMPCnunUasCS,"How Long - From""Euphoria"" An HBO Original Series",['Tove Lo'],Tove Lo,0.668,0.687,-7.129,0,0.0157,0.000822,0.468,97.025,sad
3Rc2ajBMInxeNGVkMPC92Y,Dancing On My Own,['Robyn'],Robyn,0.678,0.871,-4.781,1,0.0587,0.249,0.28,117.029,sad
